"Lizenzliste: Walter de Gruyter Online-Zeitschriften LLH1 AL [EZB-NALFK-00448]"			 			 			 			 			 	
45828	"GPR : Zeitschrift für das Privatrecht der Europäischen Union (Formerly: GPR : Zeitschrift für Gemeinschaftsprivatrecht)"	"De Gruyter ; Sellier"	"Rechtswissenschaft;Wirtschaftswissenschaften"	"2193-9519"	"1612-9229"	"2150977-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=45828"	"http://www.degruyter.com/view/j/gpr?recentIssue=true"	2003	1	1	2016	13	6		"Wirtschaftsrecht;Privatrecht"
194588	"Historische Anthropologie"	"Böhlau ; De Gruyter"	"Ethnologie (Volks- und Völkerkunde)"	"2194-4032"	"0942-8704"	"2727075-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=194588"	"http://www.degruyter.com/view/j/ha?recentIssue=true"	1993	1						"Historische Anthropologie"
11486	"Humor : International Journal of Humor Research"	"Mouton de Gruyter"	"Psychologie"	"1613-3722"	"0933-1719"	"2051294-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=11486"	"http://www.degruyter.com/view/j/humr?recentIssue=true"	1988	1						"Kognitive Psychologie"
103193	"Iberoromania"	"Niemeyer ; de Gruyter"	"Romanistik"	"1865-9039"	"0019-0993"	"2421429-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=103193"	"http://www.degruyter.com/view/j/iber?recentIssue=true"	1969	1						"Iberoromanistik"
250143	"ICL Journal : Vienna Journal on International Constitutional Law"	"DeGruyter"	"Rechtswissenschaft"	"1995-5855"	"2306-3734"	"2396245-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=250143"	"http://www.degruyter.com/view/j/icl?recentIssue=true"	2007	1						"Vergleichende Rechtswissenschaften"
46993	"Indogermanische Forschungen (inkl. Anzeiger für indogermanische Sprach- und Altertumskunde. Beiblatt zu den indogermanischen Forschungen)"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-0405"	"0019-7262"	"2219780-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=46993"	"http://www.degruyter.com/view/j/indo?recentIssue=true"	1892	1						"Indogermanistik"
172111	"Information - Wissenschaft und Praxis (IWP) (2012 -)"	"De Gruyter Saur"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"1619-4292"	"1434-4653"	"1467864-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=172111"	"http://www.degruyter.com/view/j/iwp?recentIssue=true"	2012	63						"Informations- und Dokumentationswesen"
46889	"Intercultural Pragmatics"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-365X"	"1612-295X"	"2159617-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=46889"	"http://www.degruyter.com/view/j/iprg?recentIssue=true"	2004	1						"Semiotik;Interkulturelle Kommunikation"
245821	"International Journal of Legal Discourse"	"de Gruyter"	"Rechtswissenschaft"	"2364-883X"	"2364-8821"	"2859961-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=245821"	"http://www.degruyter.com/view/j/ijld?recentIssue=true"	2016	1						"Rechtslinguistik"
40708	"International Journal of Practical Theology"	"de Gruyter"	"Theologie und Religionswissenschaft"	"1612-9768"	"1430-6921"	"2135774-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=40708"	"http://www.degruyter.com/view/j/ijpt?recentIssue=true"	1997	1						"Praktische Theologie"
9158	"International Journal of the Sociology of Language (IJSL)"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-3668"	"0165-2516"	"2033172-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=9158"	"http://www.degruyter.com/view/j/ijsl?recentIssue=true"	1974							"Soziolinguistik"
176386	"International Yearbook for Tillich Research = Internationales Jahrbuch für die Tillich-Forschung"	"de Gruyter"	"Theologie und Religionswissenschaft"	"2190-7455"	"1990-4231"	"2647584-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=176386"	"http://www.degruyter.com/view/j/tillich?recentIssue=true"	2011	6						"Tillich-Studien"
101316	"Internationales Archiv für Sozialgeschichte der deutschen Literatur (IASL)"	"Niemeyer ; de Gruyter"	"Germanistik. Niederländische Philologie. Skandinavistik"	"1865-9128"	"0340-4528"	"2407589-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=101316"	"http://www.degruyter.com/view/j/iasl?recentIssue=true"	1976	1						"Deutsche Literaturgeschichte"
105475	"Internationales Handelsrecht : IHR = International Commercial Law"	"Sellier; de Gruyter"	"Rechtswissenschaft;Wirtschaftswissenschaften"	"2193-9527"	"1617-5395"	"2175390-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=105475"	"http://www.degruyter.com/view/j/ihr?recentIssue=true"	2000			2016	16			"Wirtschaftsrecht;Handelsrecht"
9156	"IRAL : International Review of Applied Linguistics in Language Teaching"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-4141"	"0019-042X"	"2033176-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=9156"	"http://www.degruyter.com/view/j/iral?recentIssue=true"	1963	1						"Fachdidaktik: Sprachunterricht"
41102	"Islam, Der"	"de Gruyter"	"Ethnologie (Volks- und Völkerkunde);Theologie und Religionswissenschaft"	"1613-0928"	"0021-1818"	"2142992-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=41102"	"http://www.degruyter.com/view/j/islm?recentIssue=true"	1910	1						"Islam;Orientalistik;Vorderer Orient"
151150	"Jahrbuch der Juristischen Zeitgeschichte"	"de Gruyter"	"Geschichte;Rechtswissenschaft"	"1869-6902"	"1869-6899"	"2592822-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=151150"	"http://www.degruyter.com/view/j/jjzg-b?recentIssue=true"	2010	11						"Allgemeine Rechtswissenschaften;Rechtsgeschichte;Zeitgeschichte"
109621	"Jahrbuch der Raabe-Gesellschaft"	"Niemeyer ; de Gruyter"	"Germanistik. Niederländische Philologie. Skandinavistik"	"1865-8857"	"0075-2371"	"2542303-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=109621"	"http://www.degruyter.com/view/j/jdrg?recentIssue=true"	1960	1						"Deutsche Literaturgeschichte"
210761	"Jahrbuch des Kölnischen Geschichtsvereins "	"Böhlau ; De Gruyter"	"Geschichte"	""	"0341-9320"	"2754334-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=210761"	"http://www.degruyter.com/view/j/jbkgv?recentIssue=true"	1912	1						"Landesgeschichte Deutschland;Nordrhein-Westfalen"
151152	"Jahrbuch für die Geschichte Mittel- und Ostdeutschlands"	"de Gruyter"	"Geschichte"	"2191-9909"	"0075-2614"	"2592400-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=151152"	"http://www.degruyter.com/view/j/jgmo?recentIssue=true"	2009	55						"Landesgeschichte Deutschland"
151153	"Jahrbuch für germanistische Sprachgeschichte"	"de Gruyter"	"Germanistik. Niederländische Philologie. Skandinavistik"	"1869-7046"	"1869-7038"	"2592838-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=151153"	"http://www.degruyter.com/view/j/jbgsg?recentIssue=true"	2010	1						"Allgemeine Germanistik"
60662	"Jahrbuch für Wissenschaft und Ethik"	"de Gruyter"	"Philosophie;Wissenschaftskunde, Forschung, Hochschul-, Museumswesen"	"1613-1142"	"1430-9017"	"2209007-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=60662"	"http://www.degruyter.com/view/j/jfwe?recentIssue=true"	1996	1						"Wissenschaftstheorie"
166653	"Journal der juristischen Zeitgeschichte "	"de Gruyter"	"Geschichte;Rechtswissenschaft"	"1868-8810"	"1863-9984"	"2593345-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=166653"	"http://www.degruyter.com/view/j/jjzg?recentIssue=true"	2010	4						"Zeitgeschichte;Rechtsgeschichte"
15141	"Journal of African Languages and Linguistics"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen;Ethnologie (Volks- und Völkerkunde)"	"1613-3811"	"0167-6164"	"2056477-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=15141"	"http://www.degruyter.com/view/j/jall?recentIssue=true"	1979	1						"Afrikanistik"
198741	"Journal of Ancient History"	"de Gruyter"	"Geschichte"	"2324-8114"	"2324-8106"	"2722400-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=198741"	"http://www.degruyter.com/view/j/jah?recentIssue=true"	2013	1						"Alte Geschichte"
213321	"Journal of Ancient Near Eastern History"	"de Gruyter"	"Archäologie"	"2328-9562"	"2328-9554"	"2759401-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=213321"	"http://www.degruyter.com/view/j/janeh?recentIssue=true"	2014	1						"Alter Orient"
198058	"Journal of Contemporary Drama in English "	"de Gruyter"	"Anglistik. Amerikanistik"	"2195-0164"	"2195-0156"	"2717480-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=198058"	"http://www.degruyter.com/view/j/jcde?recentIssue=true"	2013	1						"Theaterwissenschaften"
172112	"Journal of English as a Lingua Franca"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen;Anglistik. Amerikanistik"	"2191-933X"	"2191-9216"	"2645936-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=172112"	"http://www.degruyter.com/view/j/jelf?recentIssue=true"	2012	1						"Sprachpolitik;Soziolinguistik;Allgemeine Anglistik"
134269	"Journal of European Tort Law (JETL)"	"de Gruyter"	"Rechtswissenschaft"	"1868-9620"	"1868-9612"	"2549736-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=134269"	"http://www.degruyter.com/view/j/jetl?recentIssue=true"	2010	1						"Europäisches Recht;Zivilrecht"
203173	"Journal of Latin Linguistics (Formerly: Papers on Grammar)"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"2194-8747"	"2194-8739"	"2741980-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=203173"	"http://www.degruyter.com/view/j/joll?recentIssue=true"	1980	1						"Sprachwissenschaft;Kommunikationswissenschaft;Indo-Europäische Sprachen"
10100	"Journal of Literary Semantics (JLS)"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-3838"	"0341-7638"	"2045066-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=10100"	"http://www.degruyter.com/view/j/jlse?recentIssue=true"	1972	1						"Allgemeine Literaturwissenschaft;Semiotik"
98026	"Journal of Literary Theory"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1862-8990"	"1862-5290"	"2400367-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=98026"	"http://www.degruyter.com/view/j/jlt?recentIssue=true"	2007	1						"Literaturtheorie"
52953	"Journal of Politeness Research: Language, Behaviour, Culture"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-4877"	"1612-5681"	"2178341-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=52953"	"http://www.degruyter.com/view/j/jplr?recentIssue=true"	2005	1						"Interkulturelle Kommunikation"
215412	"Journal of South Asian Languages and Linguistics "	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"2196-078X"	"2196-0771"	"2764776-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=215412"	"http://www.degruyter.com/view/j/jsall?recentIssue=true"	2014	1						"Indologie"
215414	"Journal of the Bible and its Reception "	"de Gruyter"	"Theologie und Religionswissenschaft"	"2329-4434"	"2329-440X"	"2764784-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=215414"	"http://www.degruyter.com/view/j/jbr?recentIssue=true"	2014	1						"Bibelwissenschaften"
215413	"Journal of Transcultural Medieval Studies "	"de Gruyter"	"Geschichte"	"2198-0365"	"2198-0357"	"2764782-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=215413"	"http://www.degruyter.com/view/j/jtms?recentIssue=true"	2014	1						"Mittelalterliche Geschichte"
4197	"Jura: Juristische Ausbildung"	"de Gruyter"	"Rechtswissenschaft"	"1612-7021"	"0170-1452"	"2549890-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=4197"	"http://www.degruyter.com/view/j/jura?recentIssue=true"	2009	31						"Juristenausbildung"
39601	"Juristische Rundschau"	"de Gruyter"	"Rechtswissenschaft"	"1612-7064"	"0022-6920"	"2134492-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=39601"	"http://www.degruyter.com/view/j/juru?recentIssue=true"	1925							"Allgemeine Rechtswissenschaft"
67129	"Kadmos"	"de Gruyter"	"Archäologie"	"1613-0723"	"0022-7498"	"2239664-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=67129"	"http://www.degruyter.com/view/j/kadm?recentIssue=true"	1962	1						"Epigraphik"
120287	"Kant Yearbook"	"de Gruyter"	"Philosophie"	"1868-4602"	"1868-4599"	"2496751-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=120287"	"http://www.degruyter.com/view/j/kantyb?recentIssue=true"	2009	1						"Kant-Studien"
10077	"Kant-Studien "	"de Gruyter"	"Philosophie"	"1613-1134"	"0022-8877"	"2049354-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=10077"	"http://www.degruyter.com/view/j/kant?recentIssue=true"	1897	1						"Kant-Studien"
38038	"Kierkegaard Studies Yearbook (KSYB)"	"de Gruyter"	"Philosophie;Theologie und Religionswissenschaft"	"1612-9792"	"1430-5372"	"2118444-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=38038"	"http://www.degruyter.com/view/j/kier?recentIssue=true"	1996	1996						"Religionsphilosophie"
106526	"Kritikon Litterarum"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1865-7249"	"0340-9767"	"2428908-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=106526"	"http://www.degruyter.com/view/j/kl?recentIssue=true"	2007	34						"Literaturkritik"
136376	"Laboratory Phonology (-2015)"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1868-6354"	"1868-6346"	"2559632-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=136376"	"http://www.degruyter.com/view/j/labphon?recentIssue=true"	2010	1		2015	6			"Phonologie"
172113	"Language Learning in Higher Education"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"2191-6128"	"2191-611X"	"2645939-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=172113"	"http://www.degruyter.com/view/j/cercles?recentIssue=true"	2011	1						" Fachdidaktik: Sprachunterricht ; Psycholinguistik"
118820	"Lebende Sprachen"	"Niemeyer ; de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1868-0267"	"0023-9909"	"2490732-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=118820"	"http://www.degruyter.com/view/j/les?recentIssue=true"	1956	1						"Neuphilologie"
109622	"Lexicographica"	"Niemeyer ; de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1865-9403"	"0175-6206"	"2445654-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=109622"	"http://www.degruyter.com/view/j/lexi?recentIssue=true"	1985	1						"Lexikographie"
65557	"LIBRI: International Journal of Libraries and Information Services"	"Saur ; de Gruyter"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"1865-8423"	"0024-2667"	"2066691-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=65557"	"http://www.degruyter.com/view/j/libr?recentIssue=true"	1950	1						"Allgemeines Bibliothekswesen"
9157	"Linguistic Review, The"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-3676"	"0167-6318"	"2033179-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=9157"	"http://www.degruyter.com/view/j/tlir?recentIssue=true"	1981	1						"Allgemeine Linguistik"
12518	"Linguistic Typology"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-415X"	"1430-0532"	"2052194-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=12518"	"http://www.degruyter.com/view/j/lity?recentIssue=true"	1997	1						"Kontrastive Linguistik"
4151	"Linguistics"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-396X"	"0024-3949"	"1469023-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=4151"	"http://www.degruyter.com/view/j/ling?recentIssue=true"	1963	1						"Allgemeine Linguistik"
172114	"Lodz Papers in Pragmatics"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1898-4436"	"1895-6106"	"2406081-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=172114"	"http://www.degruyter.com/view/j/lpp?recentIssue=true"	2007	3						"Pragmatik"
205578	"Maske und Kothurn "	"Böhlau ; De Gruyter"	"Medien- und Kommunikationswissenschaften, Publizistik"	"2305-0667"	"0025-4614"	"2750872-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=205578"	"http://www.degruyter.com/view/j/muk?recentIssue=true"	1955	1						"Theaterwissenschaft"
106530	"Microform and Digitization Review"	"Saur ; de Gruyter"	"Informations-, Buch- und Bibliothekswesen, Schrift- und Handschriftenkunde"	"1865-8458"	"0002-6530"	"2605470-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=106530"	"http://www.degruyter.com/view/j/mfir?recentIssue=true"	1972	1	1	2012	41	4		"Archivwesen"
