Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung	Alfred-Wegener-Institut
Max-Planck-Institut für marine Mikrobiologie, Bremen	Max-Planck-Institut fu.r Marine Mikrobiologie
Max-Planck-Institut für Mathematik, Bonn	Max-Planck-Institut fu.r Mathematik
Max-Planck-Institut für Mathematik in den Naturwissenschaften, Leipzig	Max-Planck-Institut fu.r Mathematik in den Naturwissenschaften
Max-Planck-Institut für medizinische Forschung, Heidelberg	Max-Planck-Institut fu.r Medizinische Forschung
Max-Planck-Institut für  Menschheitsgeschichte, Jena	Max-Planck-Institut fu.r Menschheitsgeschichte
Max-Planck-Institut für Meteorologie, Hamburg	Max-Planck-Institut fu.r Meteorologie
Max-Planck-Institut für Mikrostrukturphysik, Halle	Max-Planck-Institut fu.r Mikrostrukturphysik
Max-Planck-Institut für molekulare Genetik, Berlin	Max-Planck-Institut fu.r Molekulare Genetik
Max-Planck-Institut für molekulare Pflanzenphysiologie, Golm	Max-Planck-Institut fu.r Molekulare Pflanzenphysiologie
Max-Planck-Institut für molekulare Physiologie, Dortmund	Max-Planck-Institut fu.r Molekulare Physiologie
Max-Planck-Institut für Molekulare Zellbiologie und Genetik, Dresden	Max-Planck-Institut fu.r Molekulare Zellbiologie und Genetik
Max-Planck-Institut für Ornithologie, Seewiesen	Max-Planck-Institut fu.r Ornithologie
Max-Planck-Institut für Physik komplexer Systeme, Dresden	Max-Planck-Institut fu.r Physik Komplexer Systeme
Max-Planck-Institut für Plasmaphysik	Max-Planck-Institut fu.r Plasmaphysik
Max-Planck-Institut für Polymerforschung, Mainz	Max-Planck-Institut fu.r Polymerforschung
Max-Planck-Institut für Psycholinguistik, Nijmegen	Max Planck Instituut voor Psycholingui..stiek
Max-Planck-Institut für Quantenoptik, Garching	Max-Planck-Institut fu.r Quantenoptik
Max-Planck-Institut für Radioastronomie, Bonn	Max-Planck-Institut fu.r Radioastronomie
Max-Planck-Institut für Sonnensystemforschung, Göttingen	Max-Planck-Institut fu.r Sonnensystemforschung
Max-Planck-Institut für Sozialrecht und Sozialpolitik, München	Max-Planck-Institut fu.r Sozialrecht und Sozialpolitik
Max-Planck-Institut für terrestrische Mikrobiologie, Marburg	Max-Planck-Institut fu.r Terrestrische Mikrobiologie
Max-Planck-Institut für Wissenschaftsgeschichte, Berlin	Max-Planck-Institut fu.r Wissenschaftsgeschichte
Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften	Max-Planck-Institut zur Erforschung Multireligio.ser und Multiethnischer Gesellschaften
Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern, Bonn	Max-Planck-Institut zur Erforschung von Gemeinschaftsgu.tern
Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel	Max Rubner-Institut
Mediathek der Popakademie Baden-Württemberg, Mannheim	Popakademie Baden-Wu.rttemberg
Medienzentrum der Hochschule Darmstadt	Hochschule Darmstadt
Medizinische Bibliothek der Charité	Charite. - Universita.tsmedizin Berlin
Medizinische Bibliothek der Charité	Charite. Berlin
Medizinische Bibliothek der Charité	Telemedizincentrum Charite.
Med.-wiss. Bibliothek, Klinikum Augsburg	Klinikum Augsburg
Med. Zentralbibliothek Klinikum Fulda	Sta.dtisches Klinikum Fulda
MHH-Bibliothek / Medizinische Hochschule Hannover	Medizinische Hochschule Hannover
Nds. Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz, Bibliothek	Niedersa.chsisches Ministerium für Erna.hrung, Landwirtschaft und Forsten
Nds. Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz, Bibliothek	Ministerium für Erna.hrung, Landwirtschaft und Forsten
Niedersächsischer Landtag, Bibliothek	Saechsischer Landtag
Niedersächsisches Landesarchiv - Dienstbibliothek	Niedersa.chsisches Landesarchiv Hannover
Niedersächsische Staats- und Universitätsbibliothek Göttingen	Niedersa.chsische Staats- und Universita.tsbibliothek Go.ttingen
Niedersächsische Staats- und Universitätsbibliothek Göttingen	Georg-August-Universita.t Go.ttingen
NTNM-Bibliothek - Leibniz Institut für Neue Materialien gGmbH	Leibniz-Institut fu.r Neue Materialien
Oberschwaben Klinik gGmbH Ravensburg	Oberschwaben Klinik gGmbH
OTH-Bibliothek Amberg/Weiden	Ostbayerische Technische Hochschule Amberg-Weiden
OTH-Bibliothek Amberg/Weiden	Fachhochschule Amberg-Weiden
Pädagogische Hochschulbibliothek Ludwigsburg	Pa.dagogische Hochschule Ludwigsburg
Pädagogische Hochschule Schwäbisch Gmünd - Bibliothek	Pa.dagogische Hochschule Schwa.bisch Gmu.nd
Pädagogische Hochschule Weingarten (PHW)	Pa.dagogische Hochschule Weingarten
Paul-Ehrlich-Institut, Bibliothek	Paul-Ehrlich-Institut
Philosophisch-Theologische Hochschule Vallendar, Pflegewissenschaftliche Fakultät	Philosophisch-Theologische Hochschule Vallendar
Robert Koch-Institut / Bibliothek	Robert Koch-Institut
Ruhr-Universität Bochum	Ruhr-Universita.t Bochum
Saarländische Universitäts- und Landesbibliothek	Saarla.ndische Universita.ts- und Landesbibliothek
Saarländische Universitäts- und Landesbibliothek	Universita.t des Saarlandes
Saarländische Universitäts- und Landesbibliothek	Universita.t Saarland
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	Sa.chsische Landesbibliothek - Staats- und Universita.tsbibliothek Dresden
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	Sa.chsische Staats- und Universita.tsbibliothek Dresden
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	Technische Universita.t Dresden
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	Technische Univ. Dresden
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	Universita.t Dresden
Schloss Dagstuhl - Leibniz-Zentrum für Informatik, Bibliothek	Schloss Dagstuhl, Leibniz-Zentrum fu.r Informatik
Schloss Dagstuhl - Leibniz-Zentrum für Informatik, Bibliothek	Schloss Dagstuhl - Leibniz Zentrum fu.r Informatik GmbH
Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH	Schwarzwald-Baar-Klinikum Villingen-Schwenningen
S(KIM) - Technische Hochschule Ostwestfalen-Lippe	Hochschule Ostwestfalen-Lippe
Spezialbibliothek des ZEW - Leibniz-Zentrum für Europäische Wirtschaftsforschung	Zentrum fu.r Europa.ische Wirtschaftsforschung
SRH Wald-Klinikum Gera - Medizinische Bibliothek	SRH Wald-Klinikum Gera
Staatliche Bibliothek Neuburg an der Donau	Staatliche Bibliothek Neuburg an der Donau
Staatliche Bibliothek Regensburg	Staatliche Bibliothek Regensburg
Staatliche Hochschule für Musik und Darstellende Kunst Mannheim - Bibliothek	Staatliche Hochschule fu.r Musik und Darstellende Kunst Mannheim
Staatliches Museum für Naturkunde Stuttgart	Staatliches Museum fu.r Naturkunde Stuttgart
Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin
Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin Preußischer Kulturbesitz Abt.III G
Staats- und Stadtbibliothek Augsburg	Staats- und Stadtbibliothek Augsburg
Staats- und Stadtbibliothek Augsburg	Staats-, Kreis- und Stadtbibliothek Augsburg
Staats- und Universitätsbibliothek Bremen	Staats- und Universita.tsbibliothek Bremen
Staats- und Universitätsbibliothek Hamburg und Fachbibliotheken	Staats- und Universita.tsbibliothek Hamburg
Staats- und Universitätsbibliothek Hamburg und Fachbibliotheken	Staats- und Universita.tsbibliothek Hamburg Carl von Ossietzky
Staats- und Universitätsbibliothek Hamburg und Fachbibliotheken	Universita.t Hamburg
Stadtbibliothek Mainz	Stadtbibliothek Mainz
Stadtbibliothek Mainz	Wissenschaftliche Stadtbibliothek Mainz
Stadt- und Landesbibliothek Dortmund	Stadt- und Landesbibliothek Dortmund
Statistisches Bundesamt, Bibliothek	Statistisches Bundesamt
Stiftung Caesar, Bonn	Stiftung Caesar
Stiftung Topographie des Terrors - Bibliothek	Stiftung Topographie des Terrors
Stiftung Topographie des Terrors - Bibliothek	Stiftung Topographie des Terrors - Internationales Dokumentations- und Begegnungszentrum
Stiftung Wissenschaft und Politik Berlin	Stiftung Wissenschaft und Politik
Studienzentrum der Finanzverwaltung und Justiz Rotenburg a. d. Fulda	Studienzentrum der Finanzverwaltung und Justiz Rotenburg an der Fulda
Südharz Klinikum Nordhausen gGmbH, Medizinische Fachbibliothek	Su.dharz-Krankenhaus
Technische Hochschule Bingen - Bibliothek	Technische Hochschule Bingen
Technische Hochschule Brandenburg, Hochschulbibliothek	Technische Hochschule Brandenburg
Technische Hochschule Ingolstadt	Technische Hochschule Ingolstadt
Technische Hochschule Wildau - Bibliothek	Technische Hochschule Wildau
Technische Informationsbibliothek (TIB)	Technische Informationsbibliothek
Technische Informationsbibliothek (TIB)	Technische Informationsbibliothek (TIB)
Technische Informationsbibliothek (TIB)	Leibniz Universita.t Hannover
Technische Informationsbibliothek (TIB)	Technische Universita.t Hannover
Technische Informationsbibliothek (TIB)	Universita.t Hannover
Technische Universität München - Universitätsbibliothek	Technische Universita.t Mu.nchen
THM Hochschulbibliothek	Technische Hochschule Mittelhessen
THM Hochschulbibliothek	Technische Hochschule Mittelhessen Gießen
THM Hochschulbibliothek	Technische Hochschule Mittelhessen Friedberg
Thünen-Institut	Johann Heinrich von Thu.nen-Institut
Thüringer Universitäts- und Landesbibliothek Jena	Thu.ringer Universita.ts- und Landesbibliothek Jena
Thüringer Universitäts- und Landesbibliothek Jena	Thu.ringische Landesuniversita.t Jena
Thüringer Universitäts- und Landesbibliothek Jena	Friedrich-Schiller-Universita.t Jena
Thüringer Universitäts- und Landesbibliothek Jena	Gesamt-Universita.t Jena
Thüringer Universitäts- und Landesbibliothek Jena	Universita.t Jena
Thüringisches Landesamt für Denkmalpflege und Archäologie	Thu.ringisches Landesamt fu.r Denkmalpflege u. Archa.ologie
Thüringisches Landesamt für Denkmalpflege und Archäologie	Thu.ringisches Landesamt fu.r Archa.ologische Denkmalpflege
Tierärztliche Hochschule Hannover - Bibliothek	Tiera.rztliche Hochschule Hannover
UB der Helmut-Schmidt-Universität Hamburg	Helmut-Schmidt-Universita.t
UB Landau der Universitätsbibliothek Koblenz-Landau	Universita.t Koblenz-Landau
Universität der Bundeswehr München	Bundeswehr. Universita.t Mu.nchen
Universitätsbibliothek Augsburg	Universita.t Augsburg
Universitätsbibliothek Bamberg	Universita.t Bamberg
Universitätsbibliothek Bamberg	Otto-Friedrich-Universita.t Bamberg
Universitätsbibliothek Bayreuth	Universita.t Bayreuth
Universitätsbibliothek Bielefeld	Universita.t Bielefeld
Universitätsbibliothek Braunschweig	Technische Universita.t Braunschweig
Universitätsbibliothek Chemnitz	Technische Universita.t Chemnitz
Universitätsbibliothek Chemnitz	Technische Universita.t Chemnitz-Zwickau
Universitätsbibliothek Clausthal	Technische Universita.t Clausthal
Universitätsbibliothek Cottbus-Senftenberg	Brandenburgische Technische Universita.t Cottbus-Senftenberg
Universitätsbibliothek Cottbus-Senftenberg	Brandenburgische Technische Universita.t Cottbus
Universitätsbibliothek der Bauhaus-Universität Weimar	Bauhaus-Universita.t Weimar
Universitätsbibliothek der Europa-Universität Viadrina Frankfurt/Oder	Europa-Universita.t Viadrina Frankfurt (Oder)
Universitätsbibliothek der FAU Erlangen-Nürnberg	Friedrich-Alexander-Universita.t Erlangen-Nu.rnberg
Universitätsbibliothek der FAU Erlangen-Nürnberg	Friedrich-Alexander-Universita.t Erlangen
Universitätsbibliothek der FAU Erlangen-Nürnberg	Universita.t Erlangen-Nu.rnberg
Universitätsbibliothek der FAU Erlangen-Nürnberg	Universita.t Erlangen
Universitätsbibliothek der Freien Universität Berlin	Freie Universita.t Berlin
Universitätsbibliothek der LMU München	Ludwig-Maximilians-Universita.t Mu.nchen
Universitätsbibliothek der RWTH Aachen	RWTH Aachen
Universitätsbibliothek der RWTH Aachen	Technische Hochschule Aachen
Universitätsbibliothek der TU Berlin	Technische Universita.t Berlin
Universitätsbibliothek Dortmund	Technische Universita.t Dortmund
Universitätsbibliothek Duisburg-Essen, Campus Duisburg	Universita.t Duisburg
Universitätsbibliothek Duisburg-Essen	Universita.t Duisburg-Essen
Universitätsbibliothek Eichstätt-Ingolstadt	Katholische Universita.t Eichsta.tt-Ingolstadt
Universitätsbibliothek Erfurt / Forschungsbibliothek Gotha	Universita.t Erfurt
Universitätsbibliothek Freiberg	Technische Universita.t Freiberg
Universitätsbibliothek Freiberg	Technische Universita.t Bergakademie Freiberg
Universitätsbibliothek Freiburg	Albert-Ludwigs-Universita.t Freiburg
Universitätsbibliothek Greifswald	Ernst-Moritz-Arndt-Universita.t Greifswald
Universitätsbibliothek Hagen	FernUniversita.t in Hagen
Universitätsbibliothek Heidelberg	Universita.t Heidelberg
Universitätsbibliothek Hildesheim	Universita.t Hildesheim
Universitätsbibliothek Ilmenau	Technische Universita.t Ilmenau
Universitätsbibliothek Kaiserslautern	Technische Universita.t Kaiserslautern
Universitätsbibliothek Kaiserslautern	Universita.t Kaiserslautern
Universitätsbibliothek Kassel	Universita.t Kassel
Universitätsbibliothek Kassel	Universita.t Gesamthochschule Kassel
Universitätsbibliothek Kiel	Christian-Albrechts-Universita.t zu Kiel
Universitätsbibliothek Koblenz-Landau	Universita.t Koblenz-Landau
Universitätsbibliothek Leipzig	Universita.t Leipzig
Universitätsbibliothek Leipzig	Karl-Marx-Universita.t Leipzig
Universitätsbibliothek Lüneburg	Leuphana Universita.t Lu.neburg
Universitätsbibliothek Magdeburg (einschl. Medizinische Zentralbibliothek)	Technische Universita.t Magdeburg
Universitätsbibliothek Magdeburg (einschl. Medizinische Zentralbibliothek)	Otto-von-Guericke-Universita.t Magdeburg
Universitätsbibliothek Magdeburg (einschl. Medizinische Zentralbibliothek)	Universita.t Magdeburg
Universitätsbibliothek Magdeburg (einschl. Medizinische Zentralbibliothek)	Universita.tsklinikum Magdeburg
Universitätsbibliothek Magdeburg (einschl. Medizinische Zentralbibliothek)	Medizinische Akademie Magdeburg
Universitätsbibliothek Mannheim	Universita.t Mannheim
Universitätsbibliothek Osnabrück	Universita.t Osnabru.ck
Universitätsbibliothek Paderborn	Universita.t Paderborn
Universitätsbibliothek Paderborn	Universita.t-Gesamthochschule Paderborn
Universitätsbibliothek Passau	Universita.t Passau
Universitätsbibliothek Potsdam	Universita.t Potsdam
Universitätsbibliothek Regensburg	Universita.t Regensburg
Universitätsbibliothek Rostock	Universita.t Rostock
Universitätsbibliothek Rostock	Wilhelm-Pieck-Universita.t Rostock
Universitätsbibliothek Siegen	Universita.t Siegen
Universitätsbibliothek Trier	Universita.t Trier
Universitätsbibliothek Trier	Universita.t Trier-Kaiserslautern
Universitätsbibliothek Tübingen	Eberhard Karls Universita.t Tu.bingen
Universitätsbibliothek Vechta	Universita.t Vechta
Universitätsbibliothek Witten/Herdecke	Universita.t Witten/Herdecke
Universitätsbibliothek Witten/Herdecke	Universita.t Witten-Herdecke
Universitätsbibliothek Wuppertal	Bergische Universita.t Wuppertal
Universitätsbibliothek Würzburg	Julius-Maximilians-Universita.t Wu.rzburg
Universitätsbibliothek Würzburg	Bayerische Julius-Maximilians-Universita.t Wu.rzburg
Universitätsklinikum Hamburg-Eppendorf	Universita.tsklinikum Hamburg-Eppendorf
Universitätsklinikum Hamburg-Eppendorf	Universita.tskrankenhaus Eppendorf
Universitätsklinikum Hamburg-Eppendorf	Universita.ts-Krankenhaus Eppendorf
Universitäts- und Landesbibliothek Bonn	Universita.ts- und Landesbibliothek Bonn
Universitäts- und Landesbibliothek Bonn	Rheinische Friedrich-Wilhelms-Universita.t Bonn
Universitäts- und Landesbibliothek Bonn	Universita.tsbibliothek Bonn
Universitäts- und Landesbibliothek Darmstadt	Universita.ts- und Landesbibliothek Darmstadt
Universitäts- und Landesbibliothek Darmstadt	Technische Universita.t Darmstadt
Universitäts- und Landesbibliothek Düsseldorf	Universita.ts- und Landesbibliothek Du.sseldorf
Universitäts- und Landesbibliothek Düsseldorf	Heinrich-Heine-Universita.t Du.sseldorf
Universitäts- und Landesbibliothek Düsseldorf	Universita.t Du.sseldorf
Universitäts- und Landesbibliothek Münster	Universita.ts- und Landesbibliothek Mu.nster
Universitäts- und Landesbibliothek Münster	Westfa.lische Wilhelms-Universita.t Mu.nster
Universitäts- und Landesbibliothek Sachsen-Anhalt	Universita.ts- und Landesbibliothek Sachsen-Anhalt
Universitäts- und Landesbibliothek Sachsen-Anhalt	Martin-Luther-Universita.t Halle-Wittenberg
Universitäts- und Landesbibliothek Sachsen-Anhalt	Universita.t Halle (Saale)
Universitäts- und Landesbibliothek Sachsen-Anhalt	Universita.t Halle
Universitäts- und Stadtbibliothek Köln	Universita.ts- und Stadtbibliothek Ko.ln
Universitäts- und Stadtbibliothek Köln	Universita.t zu Ko.ln
Universitäts- und Stadtbibliothek Köln	Universita.t Ko.ln
Universität Ulm / Kommunikations- und Informationszentrum (kiz)	Universita.t Ulm
v. Bodelschwinghsche Stiftungen Bethel - Zentrale Bibliothek	v. Bodelschwinghsche Stiftungen Bethel
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e.V. (WIAS)	Weierstraß-Institut fu.r Angewandte Analysis und Stochastik
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e.V. (WIAS)	Institut fu.r Angewandte Analysis und Stochastik
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e.V. (WIAS)	Weierstrass-Institut fu.r Angewandte Analysis und Stochastik
Wilhelm Löhe Hochschule	Wilhelm-Lo.he-Hochschule fu.r Angewandte Wissenschaften
Wissenschaftskolleg zu Berlin	Wissenschaftskolleg zu Berlin
Wissenschaftszentrum Berlin für Sozialforschung, Berlin	Wissenschaftszentrum Berlin fu.r Sozialforschung
Württembergische Landesbibliothek Stuttgart	Wu.rttembergische Landesbibliothek
ZB MED - Leibniz-Informationszentrum Lebenswissenschaften / ; Medizinische Abteilung der USB Köln	ZB MED - Leibniz-Informationszentrum Lebenswissenschaften
ZBW - Leibniz-Informationszentrum Wirtschaft - Standort Hamburg	Deutsche Zentralbibliothek fu.r Wirtschaftswissenschaften
ZBW -  Leibniz-Informationzentrum Wirtschaft - Standort Kiel	Deutsche Zentralbibliothek fu.r Wirtschaftswissenschaften
Zentralbibliothek der Fachhochschule Kiel	Fachhochschule Kiel
Zentralbibliothek der Sportwissenschaften der Deutschen Sporthochschule Köln	Deutsche Sporthochschule Ko.ln
Zentrale Hochschulbibliothek Flensburg	Hochschule Flensburg
Zentrale Hochschulbibliothek Lübeck	Universita.t zu Lu.beck
Zentrale Hochschulbibliothek Lübeck	Medizinische Universita.t zu Lu.beck
Zentralinstitut für Kunstgeschichte - Bibliothek	Zentralinstitut fu.r Kunstgeschichte
Zentral- und Landesbibliothek Berlin	Zentral- und Landesbibliothek Berlin
Zuse Institute Berlin (ZIB), Bibliothek	Zuse Institute Berlin
